Name_MOF_CoRE_1272,PLD_angstrom,LCD_angstrom,unit_cell_volume_angstrom3,void_fraction,,Henry's constant: mol/(m^3 Pa),,D0 in a: m^2/s,D0 in b: m^2/s,D0 in c: m^2/s
PACHUZ_clean,4.49656,6.25876,9329.82,0.39946,,0.233856242,,0,0,5.24E-08
PACWOG_clean,2.53742,6.49898,3987.99,0.44452,,9.345796536,,1.03E-12,0,0
PACYAW_clean,3.79158,4.9299,5009.39,0.55486,,0.745222869,,0,4.08E-118,1.35E-07
PACYIE_clean,2.41662,3.07951,1328.77,0.41204,,0.000245252,,1.12E-75,2.83E-15,0
PACZOK_clean,8.11504,15.62127,18624,0.75294,,0.0278615,,2.23E-08,2.22E-08,2.36E-08
PACZUQ_clean,3.84834,6.55196,2612.64,0.43548,,0.08220858,,6.88E-08,0,1.35E-291
PADBAZ_charged,3.92046,6.97785,2673,0.40938,,0.112866197,,0,0,0
PADHIM_clean,2.65327,4.5083,2449.28,0.39282,,34253.91078,,0,0,0
PAFMUH_clean,3.1868,3.85222,3821.37,0.38522,,5.059360076,,2.58E-09,0,0
PAFNAO_clean,2.81255,3.86722,3812.6,0.3591,,6.69583543,,8.03E-10,0,0
PAFNES_clean,3.39751,6.4812,3760.33,0.57448,,0.44101646,,0,3.19E-11,0
PAGFUZ_clean,2.93952,4.12381,953.883,0.52798,,0.651932301,,0,0,2.35E-11
PAHPOG_clean,5.13082,7.6014,7649.13,0.57224,,0.52844217,,0,3.75E-08,0
PAJSAX_clean,11.00023,11.45663,9382.78,0.6634,,0.123786123,,8.07E-08,4.35E-09,0
PAKFAL_clean,4.07667,4.86084,2327.13,0.37238,,0.073136178,,0,0,1.19E-07
PAKFEP_clean,4.214,5.11752,2349.84,0.3754,,0.06415421,,0,0,8.10E-08
PAKXIK_clean,3.57704,5.44074,2775.09,0.55828,,0.655326449,,1.71E-295,5.29E-09,1.02E-08
PALTIH_clean,8.26855,10.74798,23724.5,0.66544,,0.197762416,,0,0,0
PALTON_clean,10.4934,12.46168,6746.54,0.6586,,0.944259877,,9.59E-08,1.00E-08,9.66E-09
PAMGIV_clean,3.07086,4.22651,1569.87,0.52376,,0.912427168,,0,2.69E-75,0
PAMHES01_clean,2.73211,3.87343,1520.41,0.51294,,1.099951578,,3.90E-109,2.72E-110,5.39E-22
PAMHES_clean,2.76289,4.09525,1516.75,0.51288,,1.382061129,,1.49E-121,1.83E-168,0
PAMHIW_clean,4.23754,8.87757,6985.98,0.59512,,0.865820431,,0,0,1.72E-07
PAMTII_clean,5.00448,12.08358,5019.09,0.68734,,0.794083771,,0,5.70E-10,6.96E-10
PAMTOO_clean,5.15501,12.5175,5131.97,0.68934,,0.675238746,,0,2.27E-08,1.84E-08
PAMTUU_clean,5.02696,12.72069,5178.52,0.68746,,0.673404951,,5.61E-09,5.58E-09,5.57E-09
PAMVEG_clean,3.46831,3.86308,2030.95,0.36416,,0.588680579,,2.71E-08,0,0
PANRUS01_clean,3.14202,6.84408,2445.03,0.53912,,30.98101775,,0,5.30E-08,1.33E-95
PANYEL_clean,2.46442,4.39028,4358.66,0.40622,,9.445690549,,0,0,0
PANYOU_charged,4.56069,5.21936,2612.68,0.4853,,0.410457596,,1.18E-08,0,0
PAPHEV_clean,3.39575,4.28054,2629.62,0.44548,,1.47219119,,0,1.51E-29,1.15E-36
PAPKOJ_clean,2.68617,3.14429,4203.71,0.3019,,0.476604759,,0,0,2.33E-09
PAPKUP_clean,2.64961,3.18108,4212.45,0.30368,,0.557931287,,0,0,2.57E-09
PAPNUR_clean,2.47484,3.21184,2432.7,0.36438,,106.7925261,,0,0,1.00E-253
PAPPAZ_clean,2.37892,3.80187,2947.12,0.42296,,2.551502407,,0,0,1.19E-15
PAPPED_clean,2.1465,3.24217,2910.41,0.38914,,1.748191601,,0,0,9.46E-58
PAPPIH_clean,2.36474,3.44234,2974.92,0.40306,,5.259151212,,0,0,2.80E-35
PAPROO_clean,4.81983,6.79912,2244.6,0.38826,,0.529313199,,0,0,8.47E-08
PAPRUU_clean,4.46107,7.00171,1139.17,0.40706,,0.387760775,,0,0,0
PAPVAF_clean,6.99682,10.69311,9391.64,0.72554,,0.138363924,,0,1.24E-08,9.37E-09
PAPVEJ_clean,2.51754,4.5667,3060.84,0.40852,,11.27973672,,2.24E-14,0,0
PAPVIN_clean,2.60688,4.67722,3078.82,0.40892,,10.85564095,,2.49E-12,0,0
PAPXUB_clean,3.28377,3.77208,1533.21,0.36218,,7.810746131,,0,0,0
PAPYOW_ion_b,5.47007,7.69262,8258.37,0.71582,,0.025460086,,0,1.15E-08,3.80E-08
PAQDAP_clean,5.99022,7.58394,3972.8,0.69122,,0.255619853,,1.71E-08,1.20E-08,0
PAQJUM_clean,2.63068,6.12877,4339.31,0.49164,,1317.557444,,0,1.50E-11,6.82E-160
PAQMAY_clean,12.92607,16.47645,41257.5,0.72468,,0.126952242,,0,0,0
PAQMEB_clean,3.93954,5.59168,3379.23,0.52946,,0.068261747,,0,1.53E-07,1.29E-08
PAQMOL_clean,3.83478,5.62819,7631.32,0.47558,,0.188594584,,0,0,5.99E-08
PAQPIG_clean,2.81634,3.37502,755.772,0.47184,,0.381879098,,7.24E-162,1.21E-09,2.17E-09
PAQTIM_clean,3.36336,4.61712,5410.82,0.40368,,2.998129952,,6.31E-09,0,0
PAQTOS_clean,3.38015,4.55247,5352.9,0.40416,,3.274770736,,8.27E-09,0,0
PAQVEK_clean,4.23894,5.01132,5574.79,0.50382,,2.305044071,,1.55E-08,0,0
PARFOF_clean_h,2.34724,2.66179,605.833,0.3286,,9.87E-06,,8.97E-15,0,0
PARHAS_clean,5.98553,6.55107,1752.46,0.67448,,0.094764595,,2.63E-08,5.44E-09,4.51E-09
PARHEW_clean,6.2812,6.99492,1934.94,0.70858,,0.079898798,,3.31E-08,1.19E-09,3.54E-10
PARKUQ01_clean,5.09216,6.55002,1811.92,0.63464,,0.287966742,,4.79E-08,6.47E-08,2.48E-08
PARKUQ_charged,4.7413,5.51613,1807.2,0.49554,,1.371652714,,0,0,0
PARMIG_clean,4.17214,4.4584,1896.04,0.4314,,80.68121943,,1.10E-07,0,0
PARNIH_clean,6.38555,7.94488,4925.67,0.63304,,0.130180939,,7.05E-09,1.82E-08,1.12E-08
PARNON_clean,5.80228,7.4266,4363.89,0.59088,,0.360025421,,3.29E-09,1.44E-09,8.04E-09
PARPII_clean,2.50866,2.73962,1160.62,0.37846,,0.281274209,,0,0,2.90E-08
PARSAF_clean,3.47585,6.50311,9240.09,0.57676,,3.418038277,,4.22E-09,4.33E-09,0
PARSEJ_clean,3.50105,6.5687,9299.98,0.5755,,2.965655831,,0,5.69E-09,0
PARVUB_clean,2.15211,3.34002,4501.02,0.34848,,0.828991595,,2.46E-25,0,0
PASKAX_clean,2.67536,4.59311,1310.7,0.34762,,0.94508931,,0,0,0
PASMUT_clean,3.71686,5.09714,2462,0.55864,,0.229147164,,1.55E-37,2.45E-31,0
PASNAA01_clean,3.66414,5.00394,2436.6,0.52952,,0.262627041,,1.96E-36,1.49E-31,0
PASNAA_clean,3.73386,5.06719,2460.32,0.53494,,0.240016915,,2.72E-34,7.61E-30,0
PASNEE_clean,2.57516,3.82846,1915.32,0.42528,,0.923005805,,0,1.36E-53,1.38E-148
PASTOU_clean,4.53252,6.04584,2172.37,0.44344,,0.303415952,,0,0,0
PATLON_clean,2.96273,3.87194,1809.87,0.2292,,26.51307378,,0,0,4.34E-09
PATMAA_clean,3.81361,9.22221,3930.79,0.57302,,0.136601755,,0,0,2.35E-08
PATMEE_clean,4.66409,7.13147,3385.49,0.65298,,0.172769811,,1.14E-08,5.49E-08,3.26E-08
PATNAB_clean,5.81963,8.36981,2706.01,0.64508,,0.050864109,,1.43E-08,7.55E-48,4.63E-20
PATWOY_clean,6.2562,7.45045,3120.89,0.55948,,1.492498348,,9.31E-09,0,0
PAVKIH_charged,6.42952,8.04507,14976.5,0.50476,,0.180069749,,0,1.70E-08,1.25E-18
PAVLOO_clean,4.21214,4.54582,1622.45,0.51172,,10.43046392,,5.83E-42,5.09E-26,7.09E-08
PAVMAB_clean,4.29029,4.62067,1649.53,0.51636,,8.010417445,,7.04E-33,7.99E-26,8.57E-08
PAXWOB_clean,2.922,4.32885,3884.25,0.54252,,0.977761197,,0,6.33E-10,0
PAZXUJ_clean,2.68537,3.474,1076.21,0.3581,,1.43241965,,5.42E-164,0,0
PEBCAA_clean,2.9277,4.78457,1596.5,0.53362,,0.741527386,,1.30E-10,2.71E-09,2.49E-16
PEBNEP_clean,3.70465,4.50791,2315.48,0.36628,,1.861633637,,4.58E-08,0,0
PEBTAT_clean,2.36194,8.81427,3500.11,0.58516,,0.530732813,,3.41E-36,0,5.14E-51
PEBYEA_clean,3.53929,4.80309,4495.77,0.4029,,0.202494177,,6.68E-08,9.01E-08,0
PECBOQ_clean,2.56953,3.95591,5678.64,0.43046,,0.803387071,,0,8.46E-101,0
PECLEP_clean,3.38876,4.98201,3093.22,0.44766,,2.182209366,,0,0,0
PECMOB_clean,2.24267,3.01825,1445.54,0.33614,,0.066495723,,0,0,0
PEDGUA_clean,3.07236,4.63479,2595.47,0.50136,,0.117479983,,0,1.03E-07,4.14E-10
PEDMER_clean,3.6686,4.70085,856.06,0.46968,,1.121022318,,9.55E-08,9.12E-66,5.03E-08
PEDMOB_clean,5.205,5.7443,2869.09,0.43696,,0.864437977,,4.60E-08,0,0
PEDRIA_clean,7.68603,15.08078,17338,0.79802,,0.026799373,,8.49E-09,3.78E-08,3.97E-08
PEFJUF_clean,5.98335,6.53868,3925.46,0.61476,,17.50459184,,9.00E-11,0,2.25E-54
PEFRID01_clean,5.32872,6.48287,5180.37,0.5248,,3.322668586,,0,0,1.98E-09
PEFRID_clean,7.59637,9.65595,6700.43,0.62938,,0.526548238,,0,0,2.20E-08
PEFRUP01_clean,5.49077,6.40224,5236.48,0.53234,,2.545459792,,0,0,4.57E-09
PEFRUP_clean,7.50379,9.33819,6573.75,0.62602,,0.544757483,,0,0,1.93E-08
PEFSEA_clean,2.27851,4.04199,2822.82,0.45984,,2.078930802,,1.82E-17,0,0
PEFSUQ_clean,3.83234,6.2218,2499.77,0.4748,,0.073054344,,1.72E-08,0,0
PEFTAX_clean,2.28149,4.25412,2823.13,0.45454,,2.384322998,,2.53E-15,0,0
PEGBAG_clean,3.20161,4.22533,2243.16,0.4227,,0.864524412,,0,1.41E-08,0
PEGBUA_clean,3.20741,4.03318,2247.17,0.42532,,1.146648477,,0,7.12E-09,0
PEGCAH_clean,3.1685,4.19369,2277.23,0.43212,,1.323720093,,0,7.82E-09,0
PEGCEL_clean,3.56627,4.40886,2348.51,0.44892,,1.097962643,,0,8.90E-08,0
PEGCIP_clean,4.0935,5.33101,6717.17,0.5127,,1.177854928,,0,0,7.48E-08
PEGPOI_clean,3.41642,4.93219,6460.8,0.39832,,0.663993076,,1.14E-32,9.03E-29,5.16E-08
PEGPUO_clean,3.0214,5.14389,3434.66,0.40802,,0.285927155,,0,0,1.52E-23
PEGQAV_clean,3.05275,5.12182,3397.94,0.4131,,0.314829409,,5.62E-21,0,0
PEGQID_clean,3.36161,4.97498,3310.45,0.40172,,0.347927512,,7.28E-08,2.21E-21,0
PEGQOJ_clean,3.3441,5.16225,3272.35,0.38184,,0.38290117,,6.77E-08,0,4.26E-25
PEGQUP_clean,3.39122,4.92469,3220.7,0.39434,,0.451994628,,7.45E-08,1.44E-25,8.99E-24
PEHQID_neutral,3.38821,4.94333,2056.84,0.49424,,0.530965908,,5.93E-08,3.62E-08,0
PEHTON_clean,4.13264,5.36322,4838.24,0.44054,,0.150482629,,5.20E-08,0,0
PEJFEQ_clean,2.67438,3.30687,484.144,0.35524,,190.5404364,,0,0,1.12E-08
PEJFIU_clean,2.89015,4.31528,1976.74,0.3701,,165.1628296,,6.75E-243,0,2.55E-08
PEJFOA_clean,3.58924,4.2538,2738.51,0.44254,,96.29109373,,1.66E-08,0,0
PEJFUG_clean,5.11205,5.53126,2758.67,0.4655,,38.22868343,,0,6.00E-26,8.45E-08
PEJMOI_clean,4.63347,7.2774,4102.15,0.51806,,0.631669347,,3.02E-10,8.22E-10,8.14E-10
PEJMUN_charged,3.47347,4.6973,7612.05,0.53212,,0.400488918,,2.03E-08,1.99E-08,1.82E-08
PEJMUO_clean,7.77577,13.30382,11475.4,0.73818,,0.055074124,,1.06E-08,1.09E-08,1.05E-08
PEJNUP_clean,9.05989,9.5542,3520.88,0.72422,,0.091651818,,8.35E-08,8.33E-08,6.89E-08
PEJPAX_charged,5.8061,6.78427,3602.8,0.59976,,0.346648855,,8.59E-08,2.49E-113,8.31E-113
PEJPIF_charged,3.49857,4.90074,2926.07,0.50342,,1.588476471,,0,1.53E-13,4.07E-09
PEJRED_clean,2.8637,3.82257,2545.57,0.36548,,1.229719118,,9.56E-10,0,0
PEKCUF_clean,5.06,7.73703,9781.13,0.65416,,0.179717763,,4.04E-08,9.23E-08,1.58E-08
PEKDAM_clean,5.12669,6.58804,4574.18,0.62336,,0.270942861,,2.78E-08,2.77E-10,4.04E-12
PEKDEQ_clean,4.54075,6.13301,9170.22,0.63534,,0.288150405,,0,0,0
PEKKAS_clean,2.86042,3.3836,806.86,0.51036,,0.960064759,,1.32E-13,8.56E-11,5.81E-11
PEKVUY_clean,3.39551,5.3539,1630.01,0.48998,,2.454666116,,7.75E-08,0,0
PEKWAF_clean,3.31847,4.12966,1777.13,0.48002,,1.188687502,,4.16E-08,0,0
PEKZIP_clean,3.69543,3.99396,1114.29,0.40672,,1.552927941,,6.74E-08,0,0
PELGOE_clean,3.28716,4.42522,3477.34,0.48084,,2.231426205,,1.12E-07,0,0
PELNEA01_clean,2.45604,3.17477,1738,0.33398,,0.26764118,,1.42E-13,0,0
PELQII_clean,6.98249,8.57262,17671,0.68686,,0.290518201,,0,0,0
PELRAB_clean,2.5041,3.01525,2373.18,0.37906,,0.054790553,,0,0,1.46E-123
PELRIJ_clean,9.99228,21.51953,33902.1,0.78118,,0.114218411,,0,0,0
PELXIP_clean,2.99218,4.65364,4336.76,0.4149,,2.205716145,,0,4.05E-08,0
PEMGEV_clean,5.09737,5.93631,7968.08,0.4357,,5.948664865,,0,0,1.27E-08
PEMGIZ_charged,3.0265,4.60906,4088.5,0.40254,,0.63010859,,0,0,0
PEMNOL_clean,2.35356,2.92677,1156.43,0.46056,,0.049869959,,3.26E-08,7.94E-19,0
PEMREG_clean,7.2942,8.92573,8199.71,0.6781,,0.166952372,,0,3.06E-08,1.46E-08
PEMRIK_clean,3.06019,6.04354,3823.23,0.50578,,1.700114102,,0,0,0
PENNAZ_clean,7.95076,8.51974,6622.8,0.68268,,0.207122126,,0,7.84E-08,4.32E-08
PENNIH_clean,3.87221,4.63957,9467.23,0.5352,,0.573661822,,0,0,2.13E-08
PENNON_clean,6.41452,7.8375,4850,0.74646,,0.058331018,,5.00E-08,1.27E-07,1.43E-07
PENNUT_clean,3.68383,5.00353,2115.07,0.47164,,0.88716962,,1.46E-09,6.89E-09,0
PENXUC_clean,3.71282,4.20902,1183.87,0.40006,,0.933761273,,6.57E-08,0,0
PENYIR_clean,3.15497,5.25211,1260.68,0.49006,,1.338755215,,5.58E-45,1.58E-35,3.77E-35
PENYOX_clean,4.13568,4.57317,1057.61,0.3974,,70.67469243,,0,0,2.85E-08
PENZIS_clean,4.19206,4.69314,2313.79,0.61898,,0.159890277,,0,0,8.70E-09
PENZUE_clean,2.57951,3.50001,1985.08,0.36704,,0.09863959,,3.59E-12,0,0
PEPBAO_clean,3.56796,4.7114,2280.75,0.4571,,1.029155907,,3.83E-80,1.10E-07,0
PEPFAT_clean,6.79202,7.50505,12773,0.67512,,0.185429951,,0,0,0
PEPKOL_clean,2.69754,4.3492,1166.55,0.37214,,9.336896299,,1.82E-09,0,0
PEPKUR_clean,3.35475,4.2483,1177.22,0.37588,,10.53551314,,6.82E-08,0,0
PEPLAY_clean,6.23919,6.41747,1452.63,0.59368,,0.336550032,,3.92E-08,0,0
PEPLEC_clean,6.54357,6.90972,1489.85,0.59834,,0.273706559,,6.50E-08,0,8.11E-298
PEPLIG_clean,6.04578,6.43004,1462.96,0.59482,,0.294054504,,4.91E-08,0,0
PEPLOM_clean,5.07379,5.38739,1277.92,0.54036,,0.551253359,,3.13E-08,0,1.64E-261
PEQFAT_clean,8.71718,11.91366,29502.8,0.68882,,0.037146669,,0,0,0
PEQRUZ_clean,4.74531,5.36518,2958.73,0.49286,,3.313007385,,0,0,0
PEQTIQ_clean,3.24911,4.21003,2923.94,0.4088,,2.010495654,,0,0,0
PEQTUB_clean,3.58752,4.31135,2401.94,0.496,,0.976603819,,5.19E-93,1.52E-93,4.19E-08
PEQWAK_clean,5.00079,5.97308,1685.07,0.56408,,0.857392702,,1.43E-08,0,0
PERSEM_clean,2.33785,3.09366,461.444,0.44158,,0.328405151,,1.69E-14,4.36E-14,0
PESTUD_clean,3.44072,4.23117,1169,0.37398,,12.57755139,,5.24E-08,0,0
PETNOS_clean,2.74151,3.99606,1835.47,0.38534,,33.32144724,,9.64E-60,1.77E-11,0
PETVEQ_clean,5.28355,6.3085,8896.21,0.73944,,0.01985867,,6.61E-10,5.88E-08,4.50E-08
PETVER_clean,2.80671,4.672,3002.43,0.52898,,0.439483244,,2.90E-09,0,0
PETWES_clean,7.3112,8.4563,1066,0.64812,,15.01528458,,2.80E-10,2.80E-10,1.66E-08
PETWIW_clean,7.14465,8.25062,1035.66,0.62892,,17.63070759,,4.53E-13,4.53E-13,1.65E-08
PETWOC_clean,4.11347,8.76716,2489.85,0.60666,,0.286446209,,7.24E-10,7.54E-10,7.28E-10
PETWUI_clean,5.01684,10.42854,14829.1,0.64562,,9.400245483,,0,0,0
PETXAP_clean,6.24083,13.97714,20689.5,0.71058,,0.573091985,,1.21E-07,1.20E-07,1.21E-07
PEVBUP_clean,2.38656,4.01964,6569.75,0.30358,,0.173966586,,0,0,1.30E-18
PEVFON_clean,3.44011,11.26691,4908.49,0.593,,0.110706326,,4.43E-09,4.43E-09,4.47E-09
PEVJOQ_clean,2.34177,2.45795,2559.3,0.31886,,1.27E-06,,0,1.78E-264,0
PEVLEJ_clean,3.00475,3.55527,589.983,0.36408,,2.133743633,,7.58E-09,0,0
PEVLIN_clean,3.22621,3.78501,656.648,0.39606,,0.948321345,,2.45E-08,0,1.12E-278
PEVQIQ_clean,2.54878,5.04733,2087.48,0.4833,,0.624294565,,0,8.52E-11,0
PEVQIS_clean_h,7.39307,14.88714,16883.6,0.78994,,0.028121078,,2.38E-08,1.06E-08,1.28E-07
PEVQOY_clean_h,7.49249,14.78194,16665.4,0.7959,,0.031890018,,3.76E-08,3.74E-08,4.06E-08
PEVXAQ_clean,3.34398,4.38233,4767.99,0.42976,,1.60286209,,0,3.27E-08,0
PEVYUM_clean,2.8052,3.62251,739.389,0.40188,,1.038458535,,0,0,5.54E-32
PEVZAT_clean,2.80325,3.51264,735.548,0.39308,,0.823228274,,1.71E-10,0,2.54E-09
PEWDAY_clean,2.56626,4.74409,1770.29,0.42094,,90.5984065,,0,8.10E-23,0
PEWFII01_clean,2.6621,3.87599,427.355,0.51786,,2.270636468,,6.74E-53,0,2.27E-10
PEWFII_clean,2.65545,3.9315,425.779,0.51482,,3.348824387,,1.92E-52,0,8.09E-11
PEWGEF_clean,6.72408,9.51756,1989.23,0.64704,,0.088162649,,1.09E-08,1.12E-21,1.14E-21
PEWKOT_clean,2.93039,4.40027,4006.59,0.43374,,8.538379594,,0,2.38E-08,3.44E-08
PEWLUA_clean,7.04351,12.60689,21568.6,0.76854,,0.093019787,,0,4.54E-08,0
PEWXUL01_clean,4.27858,5.31573,1545.6,0.45508,,7.524809172,,0,1.61E-09,1.62E-09
PEWXUL_clean,4.03548,5.22503,1545.34,0.45528,,8.853165116,,0,5.87E-09,5.08E-09
PEXBIF01_clean,2.70089,3.33504,4094.09,0.37004,,1.036084578,,0,0,6.32E-13
PEXBIF_clean,2.91154,3.51317,2107.17,0.38254,,1.041352911,,0,0,0
PEXFAA_clean,4.6584,6.04782,2892.36,0.69038,,0.117256893,,1.44E-07,9.71E-08,6.30E-08
PEXTUI_clean,3.87872,4.6264,3259.09,0.58554,,0.683539009,,9.35E-08,1.30E-07,0
PEYPAM_SL,4.91436,6.29865,5257.36,0.5046,,1.654313453,,0,0,6.41E-08
PEYPIU_clean,3.28755,4.17015,1652.35,0.43274,,7.938794599,,0,0,8.12E-10
PEYSIW_clean,4.4274,4.60827,1552.34,0.45246,,6.792223368,,0,1.18E-09,1.24E-09
PEYVEV_clean,6.36182,8.84641,6621.45,0.61436,,2.342867001,,0,0,5.40E-33
PEZCII_clean,9.79738,12.11448,9001.66,0.60968,,0.08101849,,0,0,1.02E-07
PhysRevB.94.081102_AuTHTAP_clean,9.10857,12.80356,2476.38,0.81878,,0.021975482,,1.52E-07,1.54E-07,1.46E-07
PhysRevB.94.081102_AuTHTAPSOC_clean,9.11012,12.80473,2476.38,0.81892,,0.021993892,,1.52E-07,1.54E-07,7.43E-08
PIBGAK_clean,5.73647,6.16534,2652.65,0.61274,,0.236035319,,7.88E-08,1.81E-19,0
PIBNUK01_clean,13.9458,15.12519,16845.9,0.82614,,0.018420898,,1.52E-07,1.52E-07,1.51E-07
PIBNUK_clean,14.00132,15.13145,16858.9,0.82414,,0.018364335,,1.52E-07,1.41E-07,1.41E-07
PIBPAS01_clean,9.72186,10.27716,8408.43,0.62264,,0.135468374,,0,5.65E-09,5.52E-10
PIBPAS_clean,9.48895,9.9684,8401.14,0.62306,,0.139225725,,0,2.17E-09,5.04E-08
PIBPIA_clean,14.12111,15.30931,17578,0.8294,,0.015977642,,1.10E-07,1.10E-07,1.10E-07
PICTIG_clean,4.97106,6.50857,2959.46,0.628,,0.372802145,,0,1.70E-94,3.29E-09
PIDMEV01_clean,3.7864,7.53033,2964.83,0.57102,,0.796038042,,0,0,1.07E-08
PIDMEV_clean,3.92224,7.56883,3038.85,0.5719,,0.716067342,,0,0,1.74E-08
PIDNEX_clean,11.08998,15.72165,12820.9,0.81406,,0.056202771,,0,0,2.84E-09
PIDNIB_clean,2.56668,4.95379,25414.5,0.53246,,3.746875166,,0,1.23E-95,2.47E-12
PIDNOH_clean,3.94633,4.60574,4819.33,0.4097,,12.18238357,,0,0,5.08E-08
PIGHIX01_clean,2.62454,3.99601,5283.39,0.4328,,4.727265517,,0,0,1.61E-67
PIGHIX_clean,2.81316,4.07511,5352.97,0.44776,,4.140925832,,0,0,0
PIGXAF_clean,2.81587,4.40648,3175.11,0.48452,,0.723681647,,1.88E-18,9.50E-10,3.30E-10
PIGXUZ_clean,3.12599,4.27656,3665.34,0.37868,,2.143455296,,4.16E-08,0,0
PIHNUQ_clean,3.24323,4.07421,1598.14,0.36764,,3.90959427,,1.16E-08,0,0
PIHWAG_clean,7.31421,7.77482,1550.35,0.53372,,0.33914212,,0,0,0
PIHWOU_clean,3.40454,4.43635,1594.19,0.53812,,1.485183336,,4.42E-51,3.32E-197,1.06E-07
PIJDIX_clean,3.38268,5.01433,1993.89,0.54996,,0.334730123,,3.58E-273,1.96E-08,4.30E-13
PIJJEZ_clean,5.65213,14.94486,41220.5,0.65126,,2.659572984,,0,0,0
PIJJOI_clean,3.40624,5.87134,5106.42,0.49646,,1.783827579,,4.52E-28,0,1.63E-08
PIJROR_clean,7.315,7.7805,1544.98,0.5324,,0.322517899,,7.51E-08,0,0
PIKBUH_clean,3.0645,4.02574,2440.1,0.30982,,0.069132541,,4.76E-08,0,0
PILJAX_clean,4.25191,7.50667,2118.2,0.46674,,0.420057469,,3.39E-08,2.12E-08,0
PIMJUS_clean,4.03471,4.90943,3520.33,0.54872,,0.893944995,,0,0,6.59E-08
PIPDAV_clean,3.6439,4.70564,1024.16,0.61914,,0.228958521,,1.47E-159,9.13E-08,6.09E-162
PIQFIG_clean,7.71896,9.11779,7094.91,0.7773,,0.011920287,,1.32E-07,1.92E-08,2.04E-07
PIQMOT_clean,4.74447,6.38519,3993.4,0.464,,1.161987914,,0,0,3.23E-08
PIQMUZ_clean,4.10838,5.59187,7678.51,0.43698,,0.65784892,,0,0,1.20E-08
PIRYOF_clean,2.09408,3.53926,1866.96,0.43512,,16.03852911,,0,0,2.27E-82
PITPEP_clean,9.54598,11.12563,4456,0.58772,,0.677093681,,0,7.51E-09,4.64E-11
PITPIT_clean,2.86848,5.80754,35337.1,0.43712,,0.772126937,,0,0,0
PITRIU_clean,3.37965,4.67205,5846.98,0.51028,,9.358644102,,2.22E-08,0,3.90E-08
PIVBEC_clean,8.17422,13.37962,11863.1,0.73222,,8.899297768,,1.13E-08,1.17E-08,1.26E-08
PIVWAT_clean,2.85776,3.54147,9377.89,0.31738,,11.24671955,,0,0,1.35E-15
PIWDAC_clean,2.6091,4.91295,2859.04,0.47404,,1.070713836,,1.39E-10,0,1.46E-10
PIWRAQ_clean,2.66044,4.74527,2869.93,0.46104,,0.811019137,,1.55E-11,0,2.19E-11
PIWSEV_clean,7.08855,7.88071,6571.44,0.64502,,0.33877283,,9.24E-09,1.17E-08,2.02E-09
PIYFIO_clean,2.37043,5.58236,1574.3,0.53432,,0.068799739,,1.32E-08,0.00E+00,8.19E-35
PIYGUB_clean,2.38456,6.10426,4642.8,0.43656,,0.074088432,,0,0,2.23E-09
PIYZAZ_clean,5.63148,6.97705,514.622,0.74322,,0.031779009,,1.29E-07,1.98E-07,1.99E-07
PIYZED01_clean,5.60241,6.94728,2040.17,0.74308,,0.031237449,,1.94E-07,2.38E-07,2.38E-07
PIYZED02_clean,5.59234,6.93502,2033.08,0.74218,,0.031709526,,1.95E-07,2.37E-07,2.38E-07
PIYZED03_clean,5.56663,6.90376,2015.08,0.74026,,0.032963601,,1.94E-07,2.46E-07,2.23E-07
PIYZED_clean,5.63935,6.98902,2065.02,0.74464,,0.02964619,,1.99E-07,2.21E-07,2.20E-07
PIZHAJ_clean,2.7228,3.33762,5192.79,0.4355,,0.02278524,,4.32E-67,5.96E-59,1.13E-08
PIZHEN_clean,2.76838,3.5721,5299.79,0.42678,,0.030182303,,2.70E-82,1.78E-136,4.52E-10
PIZHOX_clean,4.61559,5.75938,2969.7,0.61252,,0.291080477,,6.90E-09,9.49E-08,4.14E-09
PIZNOB_clean_h,4.63211,5.78585,712.833,0.57762,,0.151887124,,2.67E-08,0,4.45E-08
PIZPAP_clean_h,3.89704,4.54671,1333.56,0.53664,,0.268075287,,0,2.01E-08,0
PIZPET_clean_h,3.88543,4.81575,1320.81,0.5485,,0.356194785,,0,1.76E-08,0
PIZPIX02_clean,3.72832,4.75168,1283.4,0.54992,,0.432938773,,1.34E-07,0,2.66E-08
PIZPIX_clean_h,3.78222,4.79547,1311.46,0.54576,,0.300292964,,0,1.96E-08,0
PIZPOD_clean_h,3.79446,4.68658,1289.53,0.53704,,0.411185166,,0,4.91E-08,0
PIZQUM_clean,3.91888,4.8719,3054.5,0.48206,,1.640013279,,0,0,5.27E-08
PIZRAT_clean,4.13244,5.49062,3140.64,0.48938,,0.884037306,,0,0,8.78E-08
PIZRUN_clean,3.92236,4.89135,3064.64,0.48166,,1.562435569,,0,0,5.22E-08
PIZSAU_clean,4.00848,5.51229,3143.39,0.49438,,0.834230578,,0,0,8.92E-08
POBGAQ01_clean,10.07118,12.99839,24348.9,0.74654,,0.081596857,,0,0,1.34E-08
POBGAQ_clean,9.1113,11.9726,10777.4,0.72304,,0.11232778,,9.49E-09,1.58E-08,1.09E-08
POBJIB_clean,2.87908,4.34436,1700.79,0.49524,,7.280905619,,8.22E-44,6.18E-44,5.03E-08
POBMOJ01_clean,3.43359,16.14851,9018.54,0.66438,,0.447327851,,1.63E-07,1.63E-07,1.64E-07
